type,geometry/type,geometry/coordinates/0,geometry/coordinates/1,properties/OBJECTID,properties/ID,properties/INDEX_PARC,properties/NOM,properties/ARROND,properties/TYPE
Feature,Point,-73.6264211711,45.4179266385,711,003-0337,2457-000,Aire de jeu 18 mois à 5 ans,LaSalle,Aire de jeu - enfant
Feature,Point,-73.6122048919,45.6142114642,712,005-0030, ,Aire de jeu combiné,Montréal-Nord,Aire de jeu - enfant
Feature,Point,-73.5359599903,45.6142032705,713,073-0090,1267-000,Soccer à 11,Mercier-Hochelaga-Maisonneuve,Sportif
Feature,Point,-73.817173699,45.5061705395,714,081-0046,2689-000,Tennis,Pierrefonds-Roxboro,Sportif
Feature,Point,-73.8379574324,45.4966945114,715,004-0178,2653-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
Feature,Point,-73.6262513618,45.5698862369,716,003-0167,0939-000,Aire de jeu 18 mois à 5 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
Feature,Point,-73.8663217187,45.4805562843,717,076-0062,2357-000,Soccer à 7,Pierrefonds-Roxboro,Sportif
Feature,Point,-73.5876666106,45.5312533375,718,004-0053,0236-000,Aire de jeu  5 à 12 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
Feature,Point,-73.6394950343,45.4550780265,719,004-0230,0523-000,Aire de jeu  5 à 12 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
Feature,Point,-73.7816222215,45.5058208139,720,049-0015,2700-005,Pastille - Basketball,Pierrefonds-Roxboro,Récréatif
Feature,Point,-73.6028223947,45.5511117443,721,003-0150,0198-000,Aire de jeu 18 mois à 5 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
Feature,Point,-73.5632417193,45.590828861,722,089-0053,0482-000,Volleyball de plage,Mercier-Hochelaga-Maisonneuve,Récréatif
Feature,Point,-73.6189360596,45.4970926376,723,009-0029,0509-000,Aire de pique-nique,Côte-des-Neiges-Notre-Dame-de-Grâce,Plein air
Feature,Point,-73.6343166952,45.5535704982,724,074-0007,0424-000,Soccer / Football,Ahuntsic-Cartierville,Sportif
Feature,Point,-73.9214701986,45.4688256152,725,008-0010,9503-000,Aire de pêche autorisée,Pierrefonds-Roxboro,Plein air
Feature,Point,-73.6356555082,45.4834937274,726,009-0031,0172-000,Aire de pique-nique,Côte-des-Neiges-Notre-Dame-de-Grâce,Plein air
Feature,Point,-73.6331924746,45.5835133402,727,005-0031,2561-000,Aire de jeu combiné,Montréal-Nord,Aire de jeu - enfant
Feature,Point,-73.5535431802,45.4773203892,728,034-0010,0256-000,Football,Le Sud-Ouest,Sportif
Feature,Point,-73.8023613293,45.5061188056,729,081-0047,2710-000,Tennis,Pierrefonds-Roxboro,Sportif
Feature,Point,-73.6220500484,45.5088773456,730,003-0273,0671-000,Aire de jeu 18 mois à 5 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
Feature,Point,-73.6046363299,45.4549316313,731,073-0073,0345-000,Soccer à 11,Le Sud-Ouest,Sportif
Feature,Point,-73.5921500479,45.5532829122,732,065-0001,0202-000,Patinoire 4 saisons,Rosemont-La Petite-Patrie,Récréatif
Feature,Point,-73.717852831,45.5366885606,733,016-0029,0005-000,Balle,Ahuntsic-Cartierville,Sportif
Feature,Point,-73.6365635651,45.4842545442,734,052-0080,0172-000,Patinoire avec bandes,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
Feature,Point,-73.5771699079,45.5576428055,735,004-0110,0221-000,Aire de jeu  5 à 12 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
Feature,Point,-73.5645400202,45.4789923665,736,050-0059,0260-002,Pataugeoire,Le Sud-Ouest,Récréatif
Feature,Point,-73.540316128,45.5458310521,737,053-0086,0059-000,Patinoire sans bandes,Mercier-Hochelaga-Maisonneuve,Récréatif
Feature,Point,-73.6361560121,45.4576477818,738,074-0018,1807-004,Soccer / Football,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
Feature,Point,-73.4824846967,45.6934406832,739,004-0365,0764-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
Feature,Point,-73.64690764,45.5470544274,740,016-0025,0411-000,Balle,Ahuntsic-Cartierville,Sportif
Feature,Point,-73.5896200159,45.6369997735,741,012-0023,0985-000,Aire d'entraînement pour adultes,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
Feature,Point,-73.585620437,45.4784080241,742,003-0355,0301-000,Aire de jeu 18 mois à 5 ans,Le Sud-Ouest,Aire de jeu - enfant
Feature,Point,-73.5350975727,45.6138978554,743,012-0032,1267-000,Aire d'entraînement pour adultes,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
Feature,Point,-73.6242901058,45.4279224285,744,003-0332,2453-000,Aire de jeu 18 mois à 5 ans,LaSalle,Aire de jeu - enfant
Feature,Point,-73.6001092417,45.4276714036,745,004-0305,2468-000,Aire de jeu  5 à 12 ans,LaSalle,Aire de jeu - enfant
Feature,Point,-73.5982869307,45.5863331343,746,089-0059,2850-000,Volleyball de plage,Saint-Léonard,Récréatif
Feature,Point,-73.6223413347,45.6157872123,747,073-0086,2564-000,Soccer à 11,Montréal-Nord,Sportif
Feature,Point,-73.6377003955,45.5991524935,748,095-0070,1860-014,Pétanque,Montréal-Nord,Loisirs et détente
Feature,Point,-73.677111826,45.5199196858,749,004-0002,2793-000,Aire de jeu  5 à 12 ans,Saint-Laurent,Aire de jeu - enfant
Feature,Point,-73.6107105779,45.5315620323,750,018-0040,0590-000,Basketball,Rosemont-La Petite-Patrie,Récréatif
Feature,Point,-73.5547916953,45.5941829986,751,095-0092,2005-000,Pétanque,Anjou,Loisirs et détente
Feature,Point,-73.5562099794,45.5928876306,752,055-0068,2005-000,Piscine extérieure,Anjou,Récréatif
Feature,Point,-73.6152013877,45.4732124055,753,052-0082,0170-000,Patinoire avec bandes,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
Feature,Point,-73.6659290463,45.4541184704,754,036-0001, ,Golf,Lachine,Sportif
Feature,Point,-73.487546448,45.6914922332,755,055-0057,0708-000,Piscine extérieure,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
Feature,Point,-73.7630531963,45.5067340391,756,070-0020,9543-000,Sentier de ski de fond,Pierrefonds-Roxboro,Plein air
Feature,Point,-73.5559672816,45.53528252,757,050-0044,0252-000,Pataugeoire,Ville-Marie,Récréatif
Feature,Point,-73.6049466531,45.5782360216,758,076-0153,2857-000,Soccer à 7,Saint-Léonard,Sportif
Feature,Point,-73.6713832249,45.5216239958,759,012-0005,2796-000,Aire d'entraînement pour adultes,Saint-Laurent,Loisirs et détente
Feature,Point,-73.5341292131,45.6078793056,760,004-0429,0109-000,Aire de jeu  5 à 12 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
Feature,Point,-73.6061038178,45.6203582725,761,073-0076,4107-003,Soccer à 11,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
Feature,Point,-73.6865803222,45.4339007975,762,070-0008,2422-000,Sentier de ski de fond,Lachine,Plein air
Feature,Point,-73.7766378393,45.5036193296,763,005-0013,2716-000,Aire de jeu combiné,Pierrefonds-Roxboro,Aire de jeu - enfant
Feature,Point,-73.5202619054,45.5943636424,764,013-0040,0492-000,Aire d'exercice canin,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
Feature,Point,-73.578871299,45.452530394,765,004-0271,2911-000,Aire de jeu  5 à 12 ans,Verdun,Aire de jeu - enfant
Feature,Point,-73.5825591229,45.4753968748,766,004-0325,0279-000,Aire de jeu  5 à 12 ans,Le Sud-Ouest,Aire de jeu - enfant
Feature,Point,-73.5444331994,45.4629265255,767,003-0298,2898-000,Aire de jeu 18 mois à 5 ans,Verdun,Aire de jeu - enfant
Feature,Point,-73.8060231725,45.5125309476,768,049-0014,2667-000,Pastille - Basketball,Pierrefonds-Roxboro,Récréatif
Feature,Point,-73.5954836114,45.6300978647,769,004-0347,0916-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
Feature,Point,-73.6805297614,45.5012137722,770,042-0008,2808-000,Jeux d'eau,Saint-Laurent,Récréatif
Feature,Point,-73.6341414544,45.4737476221,771,003-0288,0161-000,Aire de jeu 18 mois à 5 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
Feature,Point,-73.6492311967,45.4456884728,772,055-0015,2397-000,Piscine extérieure,Lachine,Récréatif
Feature,Point,-73.8562436533,45.4762264436,773,016-0073,2651-000,Balle,Pierrefonds-Roxboro,Sportif
Feature,Point,-73.494446112,45.6840176916,774,016-0124,1083-000,Balle,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
Feature,Point,-73.5853217542,45.4483585023,775,075-0053,2895-000,Soccer à 4-5,Verdun,Sportif
Feature,Point,-73.5853595401,45.639796043,776,076-0118,0973-000,Soccer à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
Feature,Point,-73.7818300093,45.5047362302,777,081-0040,2660-000,Tennis,Pierrefonds-Roxboro,Sportif
Feature,Point,-73.5923008542,45.5720253501,778,004-0446,2855-000,Aire de jeu  5 à 12 ans,Saint-Léonard,Aire de jeu - enfant
Feature,Point,-73.6726330518,45.5092289457,779,003-0014,2834-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
Feature,Point,-73.611493781,45.5089653035,780,074-0020,1807-200,Soccer / Football,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
Feature,Point,-73.5258303064,45.6052391803,781,053-0085,0110-000,Patinoire sans bandes,Mercier-Hochelaga-Maisonneuve,Récréatif
Feature,Point,-73.5442669508,45.6656726512,782,073-0077,1192-000,Soccer à 11,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
Feature,Point,-73.5981687395,45.5958238597,783,055-0072,2853-000,Piscine extérieure,Saint-Léonard,Récréatif
Feature,Point,-73.7172794764,45.4382724582,784,070-0013,2405-000,Sentier de ski de fond,Lachine,Plein air
Feature,Point,-73.5196094295,45.5808075418,785,042-0121,0102-000,Jeux d'eau,Mercier-Hochelaga-Maisonneuve,Récréatif
Feature,Point,-73.6326063507,45.502546309,786,053-0047,0146-000,Patinoire sans bandes,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
Feature,Point,-73.5832181883,45.514554542,787,004-0048,0224-000,Aire de jeu  5 à 12 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
Feature,Point,-73.5699254034,45.5279320996,788,016-0013,0061-000,Balle,Le Plateau-Mont-Royal,Sportif
Feature,Point,-73.6663336248,45.5407485833,789,042-0029,0012-000,Jeux d'eau,Ahuntsic-Cartierville,Récréatif
Feature,Point,-73.5498764819,45.5486566405,790,013-0042,0188-000,Aire d'exercice canin,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
Feature,Point,-73.7021958173,45.4407784121,791,055-0013, ,Piscine extérieure,Lachine,Récréatif
Feature,Point,-73.679841559,45.4469641843,792,095-0023,2394-000,Pétanque,Lachine,Loisirs et détente
Feature,Point,-73.6427694293,45.5702227206,793,028-0003,0024-000,Croquet,Ahuntsic-Cartierville,Récréatif
Feature,Point,-73.5650408752,45.6559633673,794,004-0331,1000-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
Feature,Point,-73.6347575286,45.4687454279,795,073-0060, ,Soccer à 11,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
Feature,Point,-73.5788678455,45.4474271275,796,003-0318,2915-000,Aire de jeu 18 mois à 5 ans,Verdun,Aire de jeu - enfant
Feature,Point,-73.5367027813,45.5827027038,797,076-0136,0101-000,Soccer à 7,Mercier-Hochelaga-Maisonneuve,Sportif
Feature,Point,-73.6079532965,45.5153410316,798,053-0037,2601-000,Patinoire sans bandes,Outremont,Récréatif
Feature,Point,-73.5925884922,45.5238533585,799,004-0051,0336-000,Aire de jeu  5 à 12 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
Feature,Point,-73.5896364074,45.6443749828,800,053-0069,0970-000,Patinoire sans bandes,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
Feature,Point,-73.5389439373,45.5758314842,801,053-0081,0097-000,Patinoire sans bandes,Mercier-Hochelaga-Maisonneuve,Récréatif
Feature,Point,-73.6135288187,45.5183466029,802,049-0012, ,Pastille - Basketball,Outremont,Récréatif
Feature,Point,-73.487431207,45.6398184125,803,063-0013,1140-000,Quai,Rivière-des-Prairies-Pointe-aux-Trembles,Plein air
Feature,Point,-73.5683996867,45.5522768717,804,042-0035,0219-000,Jeux d'eau,Rosemont-La Petite-Patrie,Récréatif
Feature,Point,-73.6489152716,45.4229709629,805,003-0331,2450-000,Aire de jeu 18 mois à 5 ans,LaSalle,Aire de jeu - enfant
Feature,Point,-73.5848560802,45.6037957444,806,073-0103,2010-000,Soccer à 11,Anjou,Sportif
Feature,Point,-73.6906532717,45.5169163871,807,002-0001,2807-000,Aire de glissade,Saint-Laurent,Loisirs et détente
Feature,Point,-73.7324874167,45.5096847856,808,031-0003,3815-000,Étang / lac,Saint-Laurent,Plein air
Feature,Point,-73.6901108819,45.5030721789,809,018-0003,2797-000,Basketball,Saint-Laurent,Récréatif
Feature,Point,-73.5645795799,45.5360615664,810,018-0019, ,Basketball,Le Plateau-Mont-Royal,Récréatif
Feature,Point,-73.689164503,45.5272359959,811,002-0004,2818-000,Aire de glissade,Saint-Laurent,Loisirs et détente
Feature,Point,-73.5681837851,45.4647933402,812,004-0268,2929-000,Aire de jeu  5 à 12 ans,Verdun,Aire de jeu - enfant
Feature,Point,-73.5132245766,45.6015520392,813,016-0133,0111-000,Balle,Mercier-Hochelaga-Maisonneuve,Sportif
Feature,Point,-73.525719221,45.6062135918,814,003-0467,0110-000,Aire de jeu 18 mois à 5 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
Feature,Point,-73.6511620051,45.5606678984,815,045-0001,0413-000,Multisport,Ahuntsic-Cartierville,Sportif
Feature,Point,-73.6071840844,45.5875992659,816,016-0161,2858-000,Balle,Saint-Léonard,Sportif
Feature,Point,-73.5433539224,45.4638341143,817,053-0060,2898-000,Patinoire sans bandes,Verdun,Récréatif
Feature,Point,-73.6889425574,45.5262370277,818,004-0027,2818-000,Aire de jeu  5 à 12 ans,Saint-Laurent,Aire de jeu - enfant
Feature,Point,-73.6900753476,45.4966054139,819,004-0001,2790-000,Aire de jeu  5 à 12 ans,Saint-Laurent,Aire de jeu - enfant
Feature,Point,-73.5477999595,45.5094579131,820,004-0168, ,Aire de jeu  5 à 12 ans,Ville-Marie,Aire de jeu - enfant
Feature,Point,-73.6151210084,45.4298818564,821,003-0347,2484-000,Aire de jeu 18 mois à 5 ans,LaSalle,Aire de jeu - enfant
Feature,Point,-73.550764118,45.4491231228,822,042-0076,2932-000,Jeux d'eau,Verdun,Récréatif
Feature,Point,-73.610637261,45.5450673806,823,004-0133,0406-000,Aire de jeu  5 à 12 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
Feature,Point,-73.5073768655,45.6399408599,824,076-0116,0678-000,Soccer à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
Feature,Point,-73.7212011847,45.5225498819,825,003-0019,2811-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
Feature,Point,-73.6489754687,45.5397296136,826,028-0006,0011-000,Croquet,Ahuntsic-Cartierville,Récréatif
Feature,Point,-73.6102536896,45.5316860058,827,042-0038,0590-000,Jeux d'eau,Rosemont-La Petite-Patrie,Récréatif
Feature,Point,-73.575564794,45.6468681674,828,003-0400,0904-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
Feature,Point,-73.6307743951,45.5059917543,829,081-0052,0146-000,Tennis,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
Feature,Point,-73.6342734447,45.5690102357,830,053-0030,0950-001,Patinoire sans bandes,Villeray-Saint-Michel-Parc-Extension,Récréatif
Feature,Point,-73.6405047444,45.5635293827,831,073-0035-76-S2,0950-440,Soccer sous-terrain à 7,Villeray-Saint-Michel-Parc-Extension,Sportif
Feature,Point,-73.6096648412,45.5102556388,832,074-0010-76-S1,2612-000,Soccer sous-terrain à 7,Outremont,Sportif
Feature,Point,-73.5113931637,45.6058680872,833,050-0081,0114-001,Pataugeoire,Mercier-Hochelaga-Maisonneuve,Récréatif
Feature,Point,-73.6576981797,45.579756456,834,002-0010,9541-000,Aire de glissade,Ahuntsic-Cartierville,Loisirs et détente
Feature,Point,-73.6141015149,45.5185531568,835,004-0153, ,Aire de jeu  5 à 12 ans,Outremont,Aire de jeu - enfant
Feature,Point,-73.9399487949,45.4619313952,836,071-0040,9503-000,Sentier pédestre,Pierrefonds-Roxboro,Plein air
Feature,Point,-73.5858704131,45.4729867977,837,095-0059,0278-001,Pétanque,Le Sud-Ouest,Loisirs et détente
Feature,Point,-73.6164025324,45.5213287225,838,095-0100,2605-000,Pétanque,Outremont,Loisirs et détente
Feature,Point,-73.6804164424,45.5014304454,839,018-0008,2808-000,Basketball,Saint-Laurent,Récréatif
Feature,Point,-73.5834907975,45.6036949844,840,003-0490,2010-000,Aire de jeu 18 mois à 5 ans,Anjou,Aire de jeu - enfant
Feature,Point,-73.8342895281,45.5060153492,841,004-0212,2700-007,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
Feature,Point,-73.5616437563,45.5246130719,842,042-0054,0593-000,Jeux d'eau,Ville-Marie,Récréatif
Feature,Point,-73.5345085456,45.4668207043,843,018-0088,2925-000,Basketball,Verdun,Récréatif
Feature,Point,-73.5773465227,45.6041457246,844,003-0484,2003-000,Aire de jeu 18 mois à 5 ans,Anjou,Aire de jeu - enfant
Feature,Point,-73.5343331329,45.5552096143,845,003-0476,0128-000,Aire de jeu 18 mois à 5 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
Feature,Point,-73.5558152267,45.4800963497,846,004-0314,0797-000,Aire de jeu  5 à 12 ans,Le Sud-Ouest,Aire de jeu - enfant
Feature,Point,-73.6109367369,45.5842010767,847,018-0135,2851-000,Basketball,Saint-Léonard,Récréatif
Feature,Point,-73.5178441413,45.6068596463,848,003-0475,0115-000,Aire de jeu 18 mois à 5 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
Feature,Point,-73.5399502774,45.539629369,849,004-0427,0056-000,Aire de jeu  5 à 12 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
Feature,Point,-73.6327156002,45.4281463453,850,003-0333,2458-000,Aire de jeu 18 mois à 5 ans,LaSalle,Aire de jeu - enfant
Feature,Point,-73.8855175098,45.4561041579,851,003-0227,2675-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
Feature,Point,-73.8172885985,45.5062979675,852,018-0073,2689-000,Basketball,Pierrefonds-Roxboro,Récréatif
Feature,Point,-73.67211925,45.5568997101,853,071-0012,0032-000,Sentier pédestre,Ahuntsic-Cartierville,Plein air
Feature,Point,-73.672305107,45.513510205,854,034-0002, ,Football,Saint-Laurent,Sportif
Feature,Point,-73.6748982445,45.5249016098,855,004-0017,2810-000,Aire de jeu  5 à 12 ans,Saint-Laurent,Aire de jeu - enfant
Feature,Point,-73.6915078236,45.5220137762,856,013-0001,2798-000,Aire d'exercice canin,Saint-Laurent,Loisirs et détente
Feature,Point,-73.5339618777,45.5746963716,857,073-0089, ,Soccer à 11,Mercier-Hochelaga-Maisonneuve,Sportif
Feature,Point,-73.6180324501,45.5366874908,858,005-0007,1094-000,Aire de jeu combiné,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
Feature,Point,-73.6275879936,45.5097551139,859,009-0034,0140-000,Aire de pique-nique,Côte-des-Neiges-Notre-Dame-de-Grâce,Plein air
Feature,Point,-73.5501251207,45.6162480577,860,003-0492,2012-000,Aire de jeu 18 mois à 5 ans,Anjou,Aire de jeu - enfant
Feature,Point,-73.4953630948,45.6856311922,861,018-0113,1083-000,Basketball,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
Feature,Point,-73.6058256982,45.5900382694,862,021-0061,2858-000,Bocce,Saint-Léonard,Loisirs et détente
Feature,Point,-73.5448045545,45.5905507584,863,003-0468,0496-000,Aire de jeu 18 mois à 5 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
Feature,Point,-73.5556363126,45.5352805869,864,004-0165,0252-000,Aire de jeu  5 à 12 ans,Ville-Marie,Aire de jeu - enfant
Feature,Point,-73.5604014909,45.5297896574,865,004-0160,0251-000,Aire de jeu  5 à 12 ans,Ville-Marie,Aire de jeu - enfant
Feature,Point,-73.6392465943,45.6076307339,866,003-0428,2550-000,Aire de jeu 18 mois à 5 ans,Montréal-Nord,Aire de jeu - enfant
Feature,Point,-73.5942906683,45.5394485171,867,073-0027,0126-000,Soccer à 11,Rosemont-La Petite-Patrie,Sportif
Feature,Point,-73.6909710408,45.521432399,868,016-0003,2798-000,Balle,Saint-Laurent,Sportif
Feature,Point,-73.6265727545,45.4182090004,869,042-0095,2457-000,Jeux d'eau,LaSalle,Récréatif
Feature,Point,-73.653776587,45.4980593831,870,053-0048,0510-000,Patinoire sans bandes,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
Feature,Point,-73.5592182723,45.4899989582,871,089-0048,1840-000,Volleyball de plage,Le Sud-Ouest,Récréatif
Feature,Point,-73.8521109548,45.48182994,872,018-0072,2674-000,Basketball,Pierrefonds-Roxboro,Récréatif
Feature,Point,-73.5393521872,45.5547327127,873,095-0082,0080-000,Pétanque,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
Feature,Point,-73.9066148633,45.5031036695,874,003-0251, ,Aire de jeu 18 mois à 5 ans,L'Île-Bizard-Sainte-Geneviève,Aire de jeu - enfant
Feature,Point,-73.5863222478,45.5324338597,875,050-0013,0236-000,Pataugeoire,Le Plateau-Mont-Royal,Récréatif
Feature,Point,-73.8841339677,45.4876730168,876,075-0047,2348-000,Soccer à 4-5,L'Île-Bizard-Sainte-Geneviève,Sportif
Feature,Point,-73.6238419473,45.427933773,877,009-0037,2453-000,Aire de pique-nique,LaSalle,Plein air
Feature,Point,-73.6429329773,45.5707284297,878,003-0077,0024-000,Aire de jeu 18 mois à 5 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
Feature,Point,-73.7557663391,45.512395619,879,009-0019,9543-000,Aire de pique-nique,Ahuntsic-Cartierville,Plein air
