type,geometry/type,geometry/coordinates/0,geometry/coordinates/1,properties/OBJECTID,properties/ID,properties/INDEX_PARC,properties/NOM,properties/ARROND,properties/TYPE
Feature,Point,-73.5858753047,45.4710789814,1726,004-0316,0282-001,Aire de jeu  5 à 12 ans,Le Sud-Ouest,Aire de jeu - enfant
Feature,Point,-73.5565300643,45.5753623814,1727,071-0029,0785-000,Sentier pédestre,Rosemont-La Petite-Patrie,Plein air
Feature,Point,-73.6169873961,45.5312868211,1728,003-0133,0300-000,Aire de jeu 18 mois à 5 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
Feature,Point,-73.6163801809,45.5684168137,1729,004-0136,0941-000,Aire de jeu  5 à 12 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
Feature,Point,-73.8099152015,45.5090446564,1730,055-0077,2730-018,Piscine extérieure,Pierrefonds-Roxboro,Récréatif
Feature,Point,-73.6315029804,45.4601446077,1731,004-0248,0158-000,Aire de jeu  5 à 12 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
Feature,Point,-73.6046724153,45.5199331919,1732,034-0004, ,Football,Outremont,Sportif
Feature,Point,-73.5806267362,45.5137000782,1733,089-0009,0224-000,Volleyball de plage,Le Plateau-Mont-Royal,Récréatif
Feature,Point,-73.5584961333,45.5455480167,1734,004-0125,0187-000,Aire de jeu  5 à 12 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
Feature,Point,-73.6134067079,45.4205593573,1735,076-0091,2469-000,Soccer à 7,LaSalle,Sportif
Feature,Point,-73.6253007217,45.4290989185,1736,076-0084,2475-001,Soccer à 7,LaSalle,Sportif
Feature,Point,-73.6318743956,45.551401136,1737,076-0013,1860-010,Soccer à 7,Ahuntsic-Cartierville,Sportif
Feature,Point,-73.5711595858,45.5885369191,1738,076-0154,2854-000,Soccer à 7,Saint-Léonard,Sportif
Feature,Point,-73.7020671459,45.4434671127,1739,016-0035,2391-000,Balle,Lachine,Sportif
Feature,Point,-73.5889516316,45.5538142571,1740,081-0021,0202-000,Tennis,Rosemont-La Petite-Patrie,Sportif
Feature,Point,-73.7167025141,45.5360237258,1741,004-0076,0005-000,Aire de jeu  5 à 12 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
Feature,Point,-73.5317953455,45.5511442226,1742,012-0035,0077-000,Aire d'entraînement pour adultes,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
Feature,Point,-73.6099035486,45.5452662553,1743,003-0148,0406-000,Aire de jeu 18 mois à 5 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
Feature,Point,-73.493839843,45.6729737293,1744,004-0361,1152-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
Feature,Point,-73.4911221469,45.6424035106,1745,004-0346,0686-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
Feature,Point,-73.6315048891,45.5367710364,1746,010-0011,0401-000,Aire de planche à roulette,Villeray-Saint-Michel-Parc-Extension,Récréatif
Feature,Point,-73.7136650382,45.5129675395,1747,004-0030,3814-000,Aire de jeu  5 à 12 ans,Saint-Laurent,Aire de jeu - enfant
Feature,Point,-73.6261656888,45.4319411279,1748,003-0350, ,Aire de jeu 18 mois à 5 ans,LaSalle,Aire de jeu - enfant
Feature,Point,-73.617318444,45.4374552982,1749,004-0290,2480-000,Aire de jeu  5 à 12 ans,LaSalle,Aire de jeu - enfant
Feature,Point,-73.6902133313,45.4967445313,1750,003-0001,2790-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
Feature,Point,-73.6189538426,45.578922512,1751,005-0003,0877-000,Aire de jeu combiné,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
Feature,Point,-73.6211851579,45.4326639131,1752,055-0049,2466-000,Piscine extérieure,LaSalle,Récréatif
Feature,Point,-73.8479429041,45.5074982619,1753,004-0207,2682-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
Feature,Point,-73.5689873159,45.6499541267,1754,021-0036,0974-000,Bocce,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
Feature,Point,-73.5713316356,45.6053380815,1755,075-0071,2001-000,Soccer à 4-5,Anjou,Sportif
Feature,Point,-73.6426899741,45.4955796928,1756,003-0283,0151-000,Aire de jeu 18 mois à 5 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
Feature,Point,-73.5547591966,45.5242109768,1757,050-0043,0908-000,Pataugeoire,Ville-Marie,Récréatif
Feature,Point,-73.6158411384,45.5458880478,1758,054-0009,0407-000,Ping-pong,Villeray-Saint-Michel-Parc-Extension,Loisirs et détente
Feature,Point,-73.6322081251,45.5945415122,1759,018-0123, ,Basketball,Montréal-Nord,Récréatif
Feature,Point,-73.5538761247,45.5110771182,1760,004-0459,1182-000,Aire de jeu  5 à 12 ans,Ville-Marie,Aire de jeu - enfant
Feature,Point,-73.599140301,45.5856800724,1761,059-0004,2850-000,Piste d'athlétisme (440m) et équipements,Saint-Léonard,Sportif
Feature,Point,-73.8664807598,45.4985716518,1762,071-0046,2369-000,Sentier pédestre,L'Île-Bizard-Sainte-Geneviève,Plein air
Feature,Point,-73.6751501751,45.5250078386,1763,003-0018,2810-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
Feature,Point,-73.5890200535,45.5384203302,1764,004-0118,0126-000,Aire de jeu  5 à 12 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
Feature,Point,-73.5964868312,45.5320339044,1765,042-0036,1273-000,Jeux d'eau,Rosemont-La Petite-Patrie,Récréatif
Feature,Point,-73.5755281427,45.5440772651,1766,052-0044,0212-000,Patinoire avec bandes,Rosemont-La Petite-Patrie,Récréatif
Feature,Point,-73.8721939606,45.5009377357,1767,076-0061,2350-000,Soccer à 7,L'Île-Bizard-Sainte-Geneviève,Sportif
Feature,Point,-73.6426948585,45.5710920626,1768,050-0017,0024-000,Pataugeoire,Ahuntsic-Cartierville,Récréatif
Feature,Point,-73.5640341561,45.4892123807,1769,003-0507,1293-000,Aire de jeu 18 mois à 5 ans,Le Sud-Ouest,Aire de jeu - enfant
Feature,Point,-73.7207588571,45.5220919613,1770,021-0001,2811-000,Bocce,Saint-Laurent,Loisirs et détente
Feature,Point,-73.4874342527,45.639512416,1771,064-0014,1140-000,Rampe de mise à l'eau / descente de bateaux,Rivière-des-Prairies-Pointe-aux-Trembles,Plein air
Feature,Point,-73.569599564,45.5480285577,1772,018-0039,1133-000,Basketball,Rosemont-La Petite-Patrie,Récréatif
Feature,Point,-73.8852601923,45.4868870959,1773,075-0046,2348-000,Soccer à 4-5,L'Île-Bizard-Sainte-Geneviève,Sportif
Feature,Point,-73.6384018264,45.4922706273,1774,042-0071,0139-000,Jeux d'eau,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
Feature,Point,-73.5909861697,45.5382975199,1775,013-0015,0126-000,Aire d'exercice canin,Rosemont-La Petite-Patrie,Loisirs et détente
Feature,Point,-73.668600019,45.5275687037,1776,003-0026,2832-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
Feature,Point,-73.5522628569,45.6027645882,1777,095-0094,2013-000,Pétanque,Anjou,Loisirs et détente
Feature,Point,-73.6123771553,45.4195606139,1778,016-0106,2469-000,Balle,LaSalle,Sportif
Feature,Point,-73.5787553496,45.4403376316,1779,018-0087,2907-000,Basketball,Verdun,Récréatif
Feature,Point,-73.6010042316,45.5402832416,1780,004-0121,1131-000,Aire de jeu  5 à 12 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
Feature,Point,-73.7017166508,45.5092974663,1781,076-0004,2812-000,Soccer à 7,Saint-Laurent,Sportif
Feature,Point,-73.5368640387,45.5834202477,1782,032-0016,0101-000,Fer / Galet,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
Feature,Point,-73.6518108379,45.5602091934,1783,053-0016,0413-000,Patinoire sans bandes,Ahuntsic-Cartierville,Récréatif
Feature,Point,-73.8859236908,45.4565421897,1784,002-0021,2675-000,Aire de glissade,Pierrefonds-Roxboro,Loisirs et détente
Feature,Point,-73.5670658983,45.4525473982,1785,095-0049,2892-000,Pétanque,Verdun,Loisirs et détente
Feature,Point,-73.515525581,45.6019666988,1786,004-0400,0111-000,Aire de jeu  5 à 12 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
Feature,Point,-73.5473252063,45.4660952858,1787,004-0259,2926-000,Aire de jeu  5 à 12 ans,Verdun,Aire de jeu - enfant
Feature,Point,-73.6774873674,45.5348539742,1788,004-0093,0010-000,Aire de jeu  5 à 12 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
Feature,Point,-73.6228988969,45.5262052892,1789,005-0002,0304-000,Aire de jeu combiné,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
Feature,Point,-73.6506826305,45.4655563253,1790,053-0050,0156-000,Patinoire sans bandes,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
Feature,Point,-73.5895328589,45.5225238414,1791,018-0018, ,Basketball,Le Plateau-Mont-Royal,Récréatif
Feature,Point,-73.4968873673,45.6834763164,1792,060-0002,1083-000,Piste de BMX,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
Feature,Point,-73.6158463195,45.5691027418,1793,016-0059,0941-000,Balle,Villeray-Saint-Michel-Parc-Extension,Sportif
Feature,Point,-73.7785298014,45.508530778,1794,037-0006,2728-000,Grève / Plage,Pierrefonds-Roxboro,Plein air
Feature,Point,-73.7026017276,45.5118653806,1795,003-0030,2819-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
Feature,Point,-73.8690520544,45.4987838324,1796,003-0255,2366-000,Aire de jeu 18 mois à 5 ans,L'Île-Bizard-Sainte-Geneviève,Aire de jeu - enfant
Feature,Point,-73.6050126868,45.5181613644,1797,003-0179,2608-000,Aire de jeu 18 mois à 5 ans,Outremont,Aire de jeu - enfant
Feature,Point,-73.8854405463,45.4814952328,1798,003-0254,2344-000,Aire de jeu 18 mois à 5 ans,L'Île-Bizard-Sainte-Geneviève,Aire de jeu - enfant
Feature,Point,-73.6089856424,45.5333206462,1799,052-0041,0291-000,Patinoire avec bandes,Rosemont-La Petite-Patrie,Récréatif
Feature,Point,-73.6772663142,45.5200066452,1800,003-0002,2793-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
Feature,Point,-73.5352916295,45.6082980655,1801,070-0032,0109-000,Sentier de ski de fond,Mercier-Hochelaga-Maisonneuve,Plein air
Feature,Point,-73.8082726029,45.4980141283,1802,076-0056,2714-000,Soccer à 7,Pierrefonds-Roxboro,Sportif
Feature,Point,-73.5509216306,45.5127835662,1803,098-0001,1117-001,Jeu d'échecs,Ville-Marie,Récréatif
Feature,Point,-73.6362108143,45.5990590676,1804,012-0031,2560-000,Aire d'entraînement pour adultes,Montréal-Nord,Loisirs et détente
Feature,Point,-73.8717582103,45.4779645486,1805,018-0077,2351-000,Basketball,L'Île-Bizard-Sainte-Geneviève,Récréatif
Feature,Point,-73.5619715765,45.5902040651,1806,042-0123,0482-000,Jeux d'eau,Mercier-Hochelaga-Maisonneuve,Récréatif
Feature,Point,-73.5968067652,45.6365030451,1807,076-0100,0964-000,Soccer à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
Feature,Point,-73.6776393222,45.5142798933,1808,052-0001,2799-000,Patinoire avec bandes,Saint-Laurent,Récréatif
Feature,Point,-73.4856210383,45.6892541901,1809,064-0017,0764-000,Rampe de mise à l'eau / descente de bateaux,Rivière-des-Prairies-Pointe-aux-Trembles,Plein air
Feature,Point,-73.5588457859,45.5458389521,1810,049-0011,0187-000,Pastille - Basketball,Rosemont-La Petite-Patrie,Récréatif
Feature,Point,-73.7173309927,45.4379688298,1811,008-0008,2405-000,Aire de pêche autorisée,Lachine,Plein air
Feature,Point,-73.5649548522,45.5428764044,1812,089-0030,1173-000,Volleyball de plage,Rosemont-La Petite-Patrie,Récréatif
Feature,Point,-73.7127949861,45.5118211034,1813,001-0005,2824-000,Arbri soleil,Saint-Laurent,Plein air
Feature,Point,-73.6960714091,45.5299552918,1814,003-0068,0035-000,Aire de jeu 18 mois à 5 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
Feature,Point,-73.6569665276,45.4262214344,1815,095-0053,2452-000,Pétanque,LaSalle,Loisirs et détente
Feature,Point,-73.6487077171,45.5401355398,1816,021-0009,0011-000,Bocce,Ahuntsic-Cartierville,Loisirs et détente
Feature,Point,-73.6872204918,45.5278496828,1817,018-0014,2818-000,Basketball,Saint-Laurent,Récréatif
Feature,Point,-73.5479321209,45.5488275833,1818,016-0138,0188-000,Balle,Mercier-Hochelaga-Maisonneuve,Sportif
Feature,Point,-73.5164763329,45.6668190071,1819,012-0024,0694-000,Aire d'entraînement pour adultes,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
Feature,Point,-73.8557786554,45.4755681354,1820,016-0074,2651-000,Balle,Pierrefonds-Roxboro,Sportif
Feature,Point,-73.6487783879,45.540448745,1821,052-0031,0011-000,Patinoire avec bandes,Ahuntsic-Cartierville,Récréatif
Feature,Point,-73.5739312576,45.5396898808,1822,042-0020,0047-000,Jeux d'eau,Le Plateau-Mont-Royal,Récréatif
Feature,Point,-73.5994010908,45.5859462332,1823,074-0030,2850-000,Soccer / Football,Saint-Léonard,Sportif
Feature,Point,-73.6761693504,45.5385523456,1824,089-0021,1860-012,Volleyball de plage,Ahuntsic-Cartierville,Récréatif
Feature,Point,-73.6520223822,45.5599427502,1825,054-0006,0011-000,Ping-pong,Ahuntsic-Cartierville,Loisirs et détente
Feature,Point,-73.5471027036,45.4573286914,1826,004-0266,2904-000,Aire de jeu  5 à 12 ans,Verdun,Aire de jeu - enfant
Feature,Point,-73.882406879,45.4968095385,1827,003-0258,2352-000,Aire de jeu 18 mois à 5 ans,L'Île-Bizard-Sainte-Geneviève,Aire de jeu - enfant
Feature,Point,-73.5638882417,45.5350534807,1828,055-0010,0046-000,Piscine extérieure,Le Plateau-Mont-Royal,Récréatif
Feature,Point,-73.6420868784,45.5554911573,1829,003-0076,1063-000,Aire de jeu 18 mois à 5 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
Feature,Point,-73.5381072465,45.5432280813,1830,003-0450,0058-000,Aire de jeu 18 mois à 5 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
Feature,Point,-73.8685973113,45.5083056485,1831,005-0022, ,Aire de jeu combiné,L'Île-Bizard-Sainte-Geneviève,Aire de jeu - enfant
Feature,Point,-73.5094131141,45.6400209321,1832,001-0015,0678-000,Arbri soleil,Rivière-des-Prairies-Pointe-aux-Trembles,Plein air
Feature,Point,-73.5582496664,45.4471691267,1833,042-0079,2937-000,Jeux d'eau,Verdun,Récréatif
Feature,Point,-73.6337420595,45.4189699248,1834,004-0278,2441-000,Aire de jeu  5 à 12 ans,LaSalle,Aire de jeu - enfant
Feature,Point,-73.8838813533,45.4874528936,1835,075-0048,2348-000,Soccer à 4-5,L'Île-Bizard-Sainte-Geneviève,Sportif
Feature,Point,-73.5831215226,45.604631629,1836,081-0092,2010-000,Tennis,Anjou,Sportif
Feature,Point,-73.5402012262,45.5392096805,1837,095-0087,0056-000,Pétanque,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
Feature,Point,-73.8335473283,45.5062859851,1838,003-0236,2700-007,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
Feature,Point,-73.5687974659,45.5252939679,1839,031-0006,0061-000,Étang / lac,Le Plateau-Mont-Royal,Plein air
Feature,Point,-73.5460554448,45.5125018335,1840,037-0002, ,Grève / Plage,Ville-Marie,Plein air
Feature,Point,-73.6116448216,45.5344109524,1841,021-0011,0303-000,Bocce,Rosemont-La Petite-Patrie,Loisirs et détente
Feature,Point,-73.6430679797,45.4956228534,1842,042-0068,0151-000,Jeux d'eau,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
Feature,Point,-73.5001716703,45.6403584486,1843,002-0027,0679-000,Aire de glissade,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
Feature,Point,-73.5910093654,45.5716556608,1844,081-0098,2855-000,Tennis,Saint-Léonard,Sportif
Feature,Point,-73.726677016,45.5148814051,1845,003-0021,2814-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
Feature,Point,-73.6479660067,45.5817516,1846,004-0389,2565-000,Aire de jeu  5 à 12 ans,Montréal-Nord,Aire de jeu - enfant
Feature,Point,-73.7057359818,45.5100691698,1847,031-0004,2791-000,Étang / lac,Saint-Laurent,Plein air
Feature,Point,-73.8552593464,45.475961279,1848,018-0065,2651-000,Basketball,Pierrefonds-Roxboro,Récréatif
Feature,Point,-73.4874443737,45.6919998201,1849,004-0356,0708-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
Feature,Point,-73.6448070433,45.4937850731,1850,016-0093,0151-000,Balle,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
Feature,Point,-73.5498584431,45.508263003,1851,031-0017,1806-119,Étang / lac,Ville-Marie,Plein air
Feature,Point,-73.5758433331,45.6470015935,1852,004-0351,0904-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
Feature,Point,-73.6270426069,45.4179401236,1853,004-0293,2457-000,Aire de jeu  5 à 12 ans,LaSalle,Aire de jeu - enfant
Feature,Point,-73.6560520513,45.5490036614,1854,016-0020,0412-000,Balle,Ahuntsic-Cartierville,Sportif
Feature,Point,-73.5258157042,45.6057636405,1855,016-0143,0110-000,Balle,Mercier-Hochelaga-Maisonneuve,Sportif
Feature,Point,-73.5334311502,45.5735409516,1856,076-0128, ,Soccer à 7,Mercier-Hochelaga-Maisonneuve,Sportif
Feature,Point,-73.554238822,45.5824452165,1857,057-0003,0495-000,Piste d'athlétisme (200m) et équipements,Mercier-Hochelaga-Maisonneuve,Sportif
Feature,Point,-73.5403421314,45.5757176274,1858,032-0014,0097-000,Fer / Galet,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
Feature,Point,-73.5270163962,45.5691750638,1859,052-0118,0098-000,Patinoire avec bandes,Mercier-Hochelaga-Maisonneuve,Récréatif
Feature,Point,-73.505159256,45.6636010721,1860,018-0114,0697-000,Basketball,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
Feature,Point,-73.8713066564,45.4785762406,1861,004-0227,2351-000,Aire de jeu  5 à 12 ans,L'Île-Bizard-Sainte-Geneviève,Aire de jeu - enfant
Feature,Point,-73.5690832555,45.5274623506,1862,052-0014,0061-000,Patinoire avec bandes,Le Plateau-Mont-Royal,Récréatif
Feature,Point,-73.6778287074,45.5139013701,1863,072-0009,2799-000,Anneau / Rond de glace,Saint-Laurent,Loisirs et détente
Feature,Point,-73.5350171155,45.5821832659,1864,076-0134,0101-000,Soccer à 7,Mercier-Hochelaga-Maisonneuve,Sportif
Feature,Point,-73.6550676899,45.5713317031,1865,042-0024,0023-000,Jeux d'eau,Ahuntsic-Cartierville,Récréatif
Feature,Point,-73.6252820224,45.5748493094,1866,055-0024,0938-000,Piscine extérieure,Villeray-Saint-Michel-Parc-Extension,Récréatif
Feature,Point,-73.5719477855,45.5157909638,1867,003-0042,0331-000,Aire de jeu 18 mois à 5 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
Feature,Point,-73.6977068157,45.547499742,1868,071-0011,0451-000,Sentier pédestre,Ahuntsic-Cartierville,Plein air
Feature,Point,-73.7148354166,45.5121600446,1869,071-0006,3814-000,Sentier pédestre,Saint-Laurent,Plein air
Feature,Point,-73.612912114,45.5548533616,1870,053-0035,0199-000,Patinoire sans bandes,Villeray-Saint-Michel-Parc-Extension,Récréatif
Feature,Point,-73.7128858884,45.4418375031,1871,075-0011,2430-003,Soccer à 4-5,Lachine,Sportif
Feature,Point,-73.8667879733,45.5034105143,1872,003-0264,2358-000,Aire de jeu 18 mois à 5 ans,L'Île-Bizard-Sainte-Geneviève,Aire de jeu - enfant
Feature,Point,-73.5807529861,45.5137624065,1873,089-0010,0224-000,Volleyball de plage,Le Plateau-Mont-Royal,Récréatif
Feature,Point,-73.8533727627,45.4856772328,1874,004-0186,2672-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
Feature,Point,-73.7134340278,45.442285692,1875,076-0019,2430-003,Soccer à 7,Lachine,Sportif
Feature,Point,-73.636040996,45.5557123306,1876,016-0027,0425-000,Balle,Ahuntsic-Cartierville,Sportif
Feature,Point,-73.8693463054,45.4669503038,1877,004-0198,2669-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
Feature,Point,-73.5936277076,45.533549602,1878,095-0025,0241-000,Pétanque,Rosemont-La Petite-Patrie,Loisirs et détente
Feature,Point,-73.6044798943,45.516347333,1879,081-0030,2604-000,Tennis,Outremont,Sportif
Feature,Point,-73.7297523715,45.5177060251,1880,004-0019,2813-000,Aire de jeu  5 à 12 ans,Saint-Laurent,Aire de jeu - enfant
Feature,Point,-73.729514375,45.5175852806,1881,003-0020,2813-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
Feature,Point,-73.5516580998,45.5251090323,1882,010-0014,0908-000,Aire de planche à roulette,Ville-Marie,Récréatif
Feature,Point,-73.641963704,45.5339347738,1883,042-0043,0298-000,Jeux d'eau,Villeray-Saint-Michel-Parc-Extension,Récréatif
Feature,Point,-73.5435593314,45.6027011778,1884,003-0483,2002-000,Aire de jeu 18 mois à 5 ans,Anjou,Aire de jeu - enfant
Feature,Point,-73.4912187216,45.6992575387,1885,003-0388,0829-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
Feature,Point,-73.5946531269,45.4346994036,1886,016-0103,2460-000,Balle,LaSalle,Sportif
Feature,Point,-73.8915669371,45.4663172717,1887,004-0185,2720-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
Feature,Point,-73.8853265952,45.4885932332,1888,089-0036,2348-000,Volleyball de plage,L'Île-Bizard-Sainte-Geneviève,Récréatif
Feature,Point,-73.6815490587,45.5079206247,1889,052-0002,2802-000,Patinoire avec bandes,Saint-Laurent,Récréatif
Feature,Point,-73.5873842532,45.5599546554,1890,049-0010,0207-000,Pastille - Basketball,Rosemont-La Petite-Patrie,Récréatif
Feature,Point,-73.5370755282,45.6144511479,1891,009-0053,1267-000,Aire de pique-nique,Mercier-Hochelaga-Maisonneuve,Plein air
Feature,Point,-73.602037477,45.4279386623,1892,010-0020,2468-000,Aire de planche à roulette,LaSalle,Récréatif
Feature,Point,-73.6498609043,45.4658442053,1893,021-0028,0156-000,Bocce,Côte-des-Neiges-Notre-Dame-de-Grâce,Loisirs et détente
Feature,Point,-73.658800213,45.4292021018,1894,003-0328,2444-000,Aire de jeu 18 mois à 5 ans,LaSalle,Aire de jeu - enfant
Feature,Point,-73.5673504014,45.5373809956,1895,003-0040,0046-000,Aire de jeu 18 mois à 5 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
Feature,Point,-73.6204499416,45.621617057,1896,004-0388,2558-000,Aire de jeu  5 à 12 ans,Montréal-Nord,Aire de jeu - enfant
Feature,Point,-73.6897175901,45.5398251184,1897,095-0017,0010-000,Pétanque,Ahuntsic-Cartierville,Loisirs et détente
Feature,Point,-73.8646474033,45.5187475321,1898,009-0025,9502-000,Aire de pique-nique,L'Île-Bizard-Sainte-Geneviève,Plein air
Feature,Point,-73.6525514117,45.5606413456,1899,052-0030,0413-000,Patinoire avec bandes,Ahuntsic-Cartierville,Récréatif
Feature,Point,-73.6061085814,45.5206184108,1900,003-0181,2610-000,Aire de jeu 18 mois à 5 ans,Outremont,Aire de jeu - enfant
Feature,Point,-73.5846360785,45.4481287016,1901,053-0059,2895-000,Patinoire sans bandes,Verdun,Récréatif
Feature,Point,-73.569780805,45.605159352,1902,076-0140,2001-000,Soccer à 7,Anjou,Sportif
Feature,Point,-73.538755045,45.5986649378,1903,018-0130, ,Basketball,Mercier-Hochelaga-Maisonneuve,Récréatif
Feature,Point,-73.5662881628,45.4747440498,1904,003-0376,0259-000,Aire de jeu 18 mois à 5 ans,Le Sud-Ouest,Aire de jeu - enfant
Feature,Point,-73.6427452814,45.5937667191,1905,095-0073,2552-000,Pétanque,Montréal-Nord,Loisirs et détente
Feature,Point,-73.5720971643,45.586584463,1906,055-0073,2854-000,Piscine extérieure,Saint-Léonard,Récréatif
Feature,Point,-73.6044984429,45.6191504968,1907,073-0075,4107-003,Soccer à 11,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
Feature,Point,-73.6026497903,45.6304950312,1908,053-0073,0998-000,Patinoire sans bandes,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
Feature,Point,-73.5938589636,45.4257591319,1909,024-0003,1215-000,Canöe / Kayak,LaSalle,Plein air
Feature,Point,-73.8947039912,45.4597982977,1910,075-0034,2668-000,Soccer à 4-5,Pierrefonds-Roxboro,Sportif
Feature,Point,-73.616450902,45.5457159622,1911,095-0096,0407-000,Pétanque,Villeray-Saint-Michel-Parc-Extension,Loisirs et détente
Feature,Point,-73.6290949736,45.534845735,1912,016-0064,0401-000,Balle,Villeray-Saint-Michel-Parc-Extension,Sportif
Feature,Point,-73.6363820437,45.5507880495,1913,081-0013,0424-000,Tennis,Ahuntsic-Cartierville,Sportif
Feature,Point,-73.6318624693,45.5041348909,1914,073-0052,0146-000,Soccer à 11,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
Feature,Point,-73.5069913133,45.6811664538,1915,002-0026,9562-000,Aire de glissade,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
Feature,Point,-73.5444430284,45.46357658,1916,050-0055,2898-000,Pataugeoire,Verdun,Récréatif
Feature,Point,-73.5547147702,45.5813639538,1917,016-0141,0495-000,Balle,Mercier-Hochelaga-Maisonneuve,Sportif
Feature,Point,-73.6333627989,45.4890558854,1918,012-0017,0138-000,Aire d'entraînement pour adultes,Côte-des-Neiges-Notre-Dame-de-Grâce,Loisirs et détente
Feature,Point,-73.8536670835,45.4810199336,1919,004-0211,,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
Feature,Point,-73.5650897865,45.5432242117,1920,067-0005,1173-000,Scène,Rosemont-La Petite-Patrie,Loisirs et détente
Feature,Point,-73.5431682486,45.5960949104,1921,073-0088, ,Soccer à 11,Mercier-Hochelaga-Maisonneuve,Sportif
Feature,Point,-73.5816242486,45.4576362101,1922,081-0071,0351-000,Tennis,Le Sud-Ouest,Sportif
Feature,Point,-73.7080613262,45.5285433962,1923,052-0024,0459-000,Patinoire avec bandes,Ahuntsic-Cartierville,Récréatif
Feature,Point,-73.8715771987,45.5008574323,1924,081-0049,2350-000,Tennis,L'Île-Bizard-Sainte-Geneviève,Sportif
Feature,Point,-73.5281324576,45.5694165632,1925,089-0056,0098-000,Volleyball de plage,Mercier-Hochelaga-Maisonneuve,Récréatif
Feature,Point,-73.6070560327,45.4686425046,1926,073-0054,0166-000,Soccer à 11,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
Feature,Point,-73.5927339144,45.5720913737,1927,003-0501,2855-000,Aire de jeu 18 mois à 5 ans,Saint-Léonard,Aire de jeu - enfant
